win_id,class_id,class_name,class_family,flag,h_id,SNR,INR,main_level_dB,main_level_type,gt_sample,gt_ms,event_sample,event_ms,noise_id,file,case,split
11085,3,HFMU,SCI,0,4-10,-4,3,3,INR,-1,-1.0,275,8.381080092649032,0,m11085.mat,4,train
11086,4,PBPD,PBPD,0,4-10,-4,3,3,INR,-1,-1.0,481,14.659270998415213,0,m11086.mat,4,train
11087,5,IMP,IMP,0,4-10,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11087.mat,4,train
11088,6,NoiseOnly,Noise,0,4-10,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11088.mat,4,train
11089,1,Preamble_LFMU,Preamble,1,4-10,-4,3,-4,SNR,94,2.8648055589418506,94,2.8648055589418506,0,m11089.mat,4,train
11090,2,LFMD,SCI,0,4-10,-4,3,3,INR,-1,-1.0,306,9.325856394002194,0,m11090.mat,4,train
11091,3,HFMU,SCI,0,4-10,-4,3,3,INR,-1,-1.0,229,6.979153968060466,0,m11091.mat,4,train
11092,4,PBPD,PBPD,0,4-10,-4,3,3,INR,-1,-1.0,461,14.049737900768012,0,m11092.mat,4,train
11093,5,IMP,IMP,0,4-10,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11093.mat,4,train
11094,6,NoiseOnly,Noise,0,4-10,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11094.mat,4,train
11095,1,Preamble_LFMU,Preamble,1,4-10,-4,3,-4,SNR,110,3.352432037059612,110,3.352432037059612,0,m11095.mat,4,train
11096,2,LFMD,SCI,0,4-10,-4,3,3,INR,-1,-1.0,314,9.569669633061075,0,m11096.mat,4,train
11097,3,HFMU,SCI,0,4-10,-4,3,3,INR,-1,-1.0,353,10.75825917347312,0,m11097.mat,4,train
11098,4,PBPD,PBPD,0,4-10,-4,3,3,INR,-1,-1.0,447,13.623064732414969,0,m11098.mat,4,train
11099,5,IMP,IMP,0,4-10,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11099.mat,4,train
11100,6,NoiseOnly,Noise,0,4-10,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11100.mat,4,train
11101,1,Preamble_LFMU,Preamble,1,4-11,-4,3,-4,SNR,75,2.285749116177008,75,2.285749116177008,0,m11101.mat,4,train
11102,2,LFMD,SCI,0,4-11,-4,3,3,INR,-1,-1.0,162,4.937218090942338,0,m11102.mat,4,train
11103,3,HFMU,SCI,0,4-11,-4,3,3,INR,-1,-1.0,358,10.91064244788492,0,m11103.mat,4,train
11104,4,PBPD,PBPD,0,4-11,-4,3,3,INR,-1,-1.0,442,13.47068145800317,0,m11104.mat,4,train
11105,5,IMP,IMP,0,4-11,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11105.mat,4,train
11106,6,NoiseOnly,Noise,0,4-11,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11106.mat,4,train
11107,1,Preamble_LFMU,Preamble,1,4-11,-4,3,-4,SNR,198,6.034377666707302,198,6.034377666707302,0,m11107.mat,4,train
11108,2,LFMD,SCI,0,4-11,-4,3,3,INR,-1,-1.0,116,3.535291966353773,0,m11108.mat,4,train
11109,3,HFMU,SCI,0,4-11,-4,3,3,INR,-1,-1.0,289,8.807753261002071,0,m11109.mat,4,train
11110,4,PBPD,PBPD,0,4-11,-4,3,3,INR,-1,-1.0,285,8.685846641472633,0,m11110.mat,4,train
11111,5,IMP,IMP,0,4-11,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11111.mat,4,train
11112,6,NoiseOnly,Noise,0,4-11,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11112.mat,4,train
11113,1,Preamble_LFMU,Preamble,1,4-11,-4,3,-4,SNR,230,7.009630622942826,230,7.009630622942826,0,m11113.mat,4,train
11114,2,LFMD,SCI,0,4-11,-4,3,3,INR,-1,-1.0,101,3.078142143118371,0,m11114.mat,4,train
11115,3,HFMU,SCI,0,4-11,-4,3,3,INR,-1,-1.0,204,6.217237596001463,0,m11115.mat,4,train
11116,4,PBPD,PBPD,0,4-11,-4,3,3,INR,-1,-1.0,142,4.3276849932951365,0,m11116.mat,4,train
11117,5,IMP,IMP,0,4-11,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11117.mat,4,train
11118,6,NoiseOnly,Noise,0,4-11,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11118.mat,4,train
11119,1,Preamble_LFMU,Preamble,1,4-11,-4,3,-4,SNR,34,1.0362062660002438,34,1.0362062660002438,0,m11119.mat,4,train
11120,2,LFMD,SCI,0,4-11,-4,3,3,INR,-1,-1.0,163,4.967694745824698,0,m11120.mat,4,train
11121,3,HFMU,SCI,0,4-11,-4,3,3,INR,-1,-1.0,268,8.16774350847251,0,m11121.mat,4,train
11122,4,PBPD,PBPD,0,4-11,-4,3,3,INR,-1,-1.0,237,7.222967207119346,0,m11122.mat,4,train
11123,5,IMP,IMP,0,4-11,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11123.mat,4,train
11124,6,NoiseOnly,Noise,0,4-11,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11124.mat,4,train
11125,1,Preamble_LFMU,Preamble,1,4-11,-4,3,-4,SNR,62,1.889552602706327,62,1.889552602706327,0,m11125.mat,4,train
11126,2,LFMD,SCI,0,4-11,-4,3,3,INR,-1,-1.0,334,10.179202730708276,0,m11126.mat,4,train
11127,3,HFMU,SCI,0,4-11,-4,3,3,INR,-1,-1.0,165,5.028648055589419,0,m11127.mat,4,train
11128,4,PBPD,PBPD,0,4-11,-4,3,3,INR,-1,-1.0,455,13.866877971473851,0,m11128.mat,4,train
11129,5,IMP,IMP,0,4-11,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11129.mat,4,train
11130,6,NoiseOnly,Noise,0,4-11,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11130.mat,4,train
11131,1,Preamble_LFMU,Preamble,1,4-11,-4,3,-4,SNR,263,8.01536023406071,263,8.01536023406071,0,m11131.mat,4,train
11132,2,LFMD,SCI,0,4-11,-4,3,3,INR,-1,-1.0,162,4.937218090942338,0,m11132.mat,4,train
11133,3,HFMU,SCI,0,4-11,-4,3,3,INR,-1,-1.0,306,9.325856394002194,0,m11133.mat,4,train
11134,4,PBPD,PBPD,0,4-11,-4,3,3,INR,-1,-1.0,257,7.832500304766548,0,m11134.mat,4,train
11135,5,IMP,IMP,0,4-11,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11135.mat,4,train
11136,6,NoiseOnly,Noise,0,4-11,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11136.mat,4,train
11137,1,Preamble_LFMU,Preamble,1,4-11,-4,3,-4,SNR,282,8.594416676825551,282,8.594416676825551,0,m11137.mat,4,train
11138,2,LFMD,SCI,0,4-11,-4,3,3,INR,-1,-1.0,84,2.5600390101182495,0,m11138.mat,4,train
11139,3,HFMU,SCI,0,4-11,-4,3,3,INR,-1,-1.0,118,3.596245276118493,0,m11139.mat,4,train
11140,4,PBPD,PBPD,0,4-11,-4,3,3,INR,-1,-1.0,579,17.645983176886507,0,m11140.mat,4,train
11141,5,IMP,IMP,0,4-11,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11141.mat,4,train
11142,6,NoiseOnly,Noise,0,4-11,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11142.mat,4,train
11143,1,Preamble_LFMU,Preamble,1,4-11,-4,3,-4,SNR,74,2.2552724612946484,74,2.2552724612946484,0,m11143.mat,4,train
11144,2,LFMD,SCI,0,4-11,-4,3,3,INR,-1,-1.0,300,9.142996464708032,0,m11144.mat,4,train
11145,3,HFMU,SCI,0,4-11,-4,3,3,INR,-1,-1.0,196,5.973424356942582,0,m11145.mat,4,train
11146,4,PBPD,PBPD,0,4-11,-4,3,3,INR,-1,-1.0,258,7.862976959648909,0,m11146.mat,4,train
11147,5,IMP,IMP,0,4-11,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11147.mat,4,train
11148,6,NoiseOnly,Noise,0,4-11,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11148.mat,4,train
11149,1,Preamble_LFMU,Preamble,1,4-11,-4,3,-4,SNR,100,3.0476654882360115,100,3.0476654882360115,0,m11149.mat,4,train
11150,2,LFMD,SCI,0,4-11,-4,3,3,INR,-1,-1.0,219,6.674387419236864,0,m11150.mat,4,train
11151,3,HFMU,SCI,0,4-11,-4,3,3,INR,-1,-1.0,339,10.331586005120078,0,m11151.mat,4,train
11152,4,PBPD,PBPD,0,4-11,-4,3,3,INR,-1,-1.0,256,7.802023649884189,0,m11152.mat,4,train
11153,5,IMP,IMP,0,4-11,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11153.mat,4,train
11154,6,NoiseOnly,Noise,0,4-11,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11154.mat,4,train
11155,1,Preamble_LFMU,Preamble,1,4-11,-4,3,-4,SNR,60,1.8285992929416066,60,1.8285992929416066,0,m11155.mat,4,train
11156,2,LFMD,SCI,0,4-11,-4,3,3,INR,-1,-1.0,45,1.371449469706205,0,m11156.mat,4,train
11157,3,HFMU,SCI,0,4-11,-4,3,3,INR,-1,-1.0,38,1.1581128855296843,0,m11157.mat,4,train
11158,4,PBPD,PBPD,0,4-11,-4,3,3,INR,-1,-1.0,541,16.487870291356824,0,m11158.mat,4,train
11159,5,IMP,IMP,0,4-11,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11159.mat,4,train
11160,6,NoiseOnly,Noise,0,4-11,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11160.mat,4,train
11161,1,Preamble_LFMU,Preamble,1,4-12,-4,3,-4,SNR,39,1.1885895404120443,39,1.1885895404120443,0,m11161.mat,4,train
11162,2,LFMD,SCI,0,4-12,-4,3,3,INR,-1,-1.0,133,4.053395099353895,0,m11162.mat,4,train
11163,3,HFMU,SCI,0,4-12,-4,3,3,INR,-1,-1.0,92,2.80385224917713,0,m11163.mat,4,train
11164,4,PBPD,PBPD,0,4-12,-4,3,3,INR,-1,-1.0,245,7.466780446178228,0,m11164.mat,4,train
11165,5,IMP,IMP,0,4-12,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11165.mat,4,train
11166,6,NoiseOnly,Noise,0,4-12,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11166.mat,4,train
11167,1,Preamble_LFMU,Preamble,1,4-12,-4,3,-4,SNR,125,3.809581860295014,125,3.809581860295014,0,m11167.mat,4,train
11168,2,LFMD,SCI,0,4-12,-4,3,3,INR,-1,-1.0,67,2.0419358771181275,0,m11168.mat,4,train
11169,3,HFMU,SCI,0,4-12,-4,3,3,INR,-1,-1.0,85,2.5905156650006096,0,m11169.mat,4,train
11170,4,PBPD,PBPD,0,4-12,-4,3,3,INR,-1,-1.0,354,10.788735828355481,0,m11170.mat,4,train
11171,5,IMP,IMP,0,4-12,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11171.mat,4,train
11172,6,NoiseOnly,Noise,0,4-12,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11172.mat,4,train
11173,1,Preamble_LFMU,Preamble,1,4-12,-4,3,-4,SNR,390,11.885895404120443,390,11.885895404120443,0,m11173.mat,4,train
11174,2,LFMD,SCI,0,4-12,-4,3,3,INR,-1,-1.0,283,8.624893331707911,0,m11174.mat,4,train
11175,3,HFMU,SCI,0,4-12,-4,3,3,INR,-1,-1.0,62,1.889552602706327,0,m11175.mat,4,train
11176,4,PBPD,PBPD,0,4-12,-4,3,3,INR,-1,-1.0,309,9.417286358649275,0,m11176.mat,4,train
11177,5,IMP,IMP,0,4-12,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11177.mat,4,train
11178,6,NoiseOnly,Noise,0,4-12,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11178.mat,4,train
11179,1,Preamble_LFMU,Preamble,1,4-12,-4,3,-4,SNR,189,5.760087772766061,189,5.760087772766061,0,m11179.mat,4,train
11180,2,LFMD,SCI,0,4-12,-4,3,3,INR,-1,-1.0,84,2.5600390101182495,0,m11180.mat,4,train
11181,3,HFMU,SCI,0,4-12,-4,3,3,INR,-1,-1.0,268,8.16774350847251,0,m11181.mat,4,train
11182,4,PBPD,PBPD,0,4-12,-4,3,3,INR,-1,-1.0,111,3.3829086919419726,0,m11182.mat,4,train
11183,5,IMP,IMP,0,4-12,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11183.mat,4,train
11184,6,NoiseOnly,Noise,0,4-12,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11184.mat,4,train
11185,1,Preamble_LFMU,Preamble,1,4-12,-4,3,-4,SNR,205,6.247714250883823,205,6.247714250883823,0,m11185.mat,4,train
11186,2,LFMD,SCI,0,4-12,-4,3,3,INR,-1,-1.0,145,4.419114957942216,0,m11186.mat,4,train
11187,3,HFMU,SCI,0,4-12,-4,3,3,INR,-1,-1.0,350,10.666829208826039,0,m11187.mat,4,train
11188,4,PBPD,PBPD,0,4-12,-4,3,3,INR,-1,-1.0,255,7.771546995001829,0,m11188.mat,4,train
11189,5,IMP,IMP,0,4-12,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11189.mat,4,train
11190,6,NoiseOnly,Noise,0,4-12,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11190.mat,4,train
11191,1,Preamble_LFMU,Preamble,1,4-12,-4,3,-4,SNR,198,6.034377666707302,198,6.034377666707302,0,m11191.mat,4,train
11192,2,LFMD,SCI,0,4-12,-4,3,3,INR,-1,-1.0,133,4.053395099353895,0,m11192.mat,4,train
11193,3,HFMU,SCI,0,4-12,-4,3,3,INR,-1,-1.0,277,8.44203340241375,0,m11193.mat,4,train
11194,4,PBPD,PBPD,0,4-12,-4,3,3,INR,-1,-1.0,363,11.063025722296722,0,m11194.mat,4,train
11195,5,IMP,IMP,0,4-12,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11195.mat,4,train
11196,6,NoiseOnly,Noise,0,4-12,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11196.mat,4,train
11197,1,Preamble_LFMU,Preamble,1,4-12,-4,3,-4,SNR,116,3.535291966353773,116,3.535291966353773,0,m11197.mat,4,train
11198,2,LFMD,SCI,0,4-12,-4,3,3,INR,-1,-1.0,338,10.301109350237718,0,m11198.mat,4,train
11199,3,HFMU,SCI,0,4-12,-4,3,3,INR,-1,-1.0,93,2.8343289040594906,0,m11199.mat,4,train
11200,4,PBPD,PBPD,0,4-12,-4,3,3,INR,-1,-1.0,481,14.659270998415213,0,m11200.mat,4,train
11201,5,IMP,IMP,0,4-12,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11201.mat,4,train
11202,6,NoiseOnly,Noise,0,4-12,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11202.mat,4,train
11203,1,Preamble_LFMU,Preamble,1,4-12,-4,3,-4,SNR,352,10.72778251859076,352,10.72778251859076,0,m11203.mat,4,train
11204,2,LFMD,SCI,0,4-12,-4,3,3,INR,-1,-1.0,112,3.4133853468243323,0,m11204.mat,4,train
11205,3,HFMU,SCI,0,4-12,-4,3,3,INR,-1,-1.0,358,10.91064244788492,0,m11205.mat,4,train
11206,4,PBPD,PBPD,0,4-12,-4,3,3,INR,-1,-1.0,518,15.786907229062539,0,m11206.mat,4,train
11207,5,IMP,IMP,0,4-12,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11207.mat,4,train
11208,6,NoiseOnly,Noise,0,4-12,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11208.mat,4,train
11209,1,Preamble_LFMU,Preamble,1,4-12,-4,3,-4,SNR,364,11.093502377179082,364,11.093502377179082,0,m11209.mat,4,train
11210,2,LFMD,SCI,0,4-12,-4,3,3,INR,-1,-1.0,87,2.6514689747653297,0,m11210.mat,4,train
11211,3,HFMU,SCI,0,4-12,-4,3,3,INR,-1,-1.0,368,11.21540899670852,0,m11211.mat,4,train
11212,4,PBPD,PBPD,0,4-12,-4,3,3,INR,-1,-1.0,435,13.257344873826648,0,m11212.mat,4,train
11213,5,IMP,IMP,0,4-12,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11213.mat,4,train
11214,6,NoiseOnly,Noise,0,4-12,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11214.mat,4,train
11215,1,Preamble_LFMU,Preamble,1,4-12,-4,3,-4,SNR,137,4.175301718883335,137,4.175301718883335,0,m11215.mat,4,train
11216,2,LFMD,SCI,0,4-12,-4,3,3,INR,-1,-1.0,280,8.53346336706083,0,m11216.mat,4,train
11217,3,HFMU,SCI,0,4-12,-4,3,3,INR,-1,-1.0,371,11.306838961355602,0,m11217.mat,4,train
11218,4,PBPD,PBPD,0,4-12,-4,3,3,INR,-1,-1.0,587,17.889796415945384,0,m11218.mat,4,train
11219,5,IMP,IMP,0,4-12,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11219.mat,4,train
11220,6,NoiseOnly,Noise,0,4-12,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11220.mat,4,train
11221,1,Preamble_LFMU,Preamble,1,4-13,-4,3,-4,SNR,300,9.142996464708032,300,9.142996464708032,0,m11221.mat,4,train
11222,2,LFMD,SCI,0,4-13,-4,3,3,INR,-1,-1.0,118,3.596245276118493,0,m11222.mat,4,train
11223,3,HFMU,SCI,0,4-13,-4,3,3,INR,-1,-1.0,229,6.979153968060466,0,m11223.mat,4,train
11224,4,PBPD,PBPD,0,4-13,-4,3,3,INR,-1,-1.0,416,12.678288431061807,0,m11224.mat,4,train
11225,5,IMP,IMP,0,4-13,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11225.mat,4,train
11226,6,NoiseOnly,Noise,0,4-13,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11226.mat,4,train
11227,1,Preamble_LFMU,Preamble,1,4-13,-4,3,-4,SNR,75,2.285749116177008,75,2.285749116177008,0,m11227.mat,4,train
11228,2,LFMD,SCI,0,4-13,-4,3,3,INR,-1,-1.0,380,11.581128855296843,0,m11228.mat,4,train
11229,3,HFMU,SCI,0,4-13,-4,3,3,INR,-1,-1.0,40,1.2190661952944046,0,m11229.mat,4,train
11230,4,PBPD,PBPD,0,4-13,-4,3,3,INR,-1,-1.0,436,13.287821528709008,0,m11230.mat,4,train
11231,5,IMP,IMP,0,4-13,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11231.mat,4,train
11232,6,NoiseOnly,Noise,0,4-13,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11232.mat,4,train
11233,1,Preamble_LFMU,Preamble,1,4-13,-4,3,-4,SNR,284,8.655369986590273,284,8.655369986590273,0,m11233.mat,4,train
11234,2,LFMD,SCI,0,4-13,-4,3,3,INR,-1,-1.0,180,5.48579787882482,0,m11234.mat,4,train
11235,3,HFMU,SCI,0,4-13,-4,3,3,INR,-1,-1.0,146,4.449591612824576,0,m11235.mat,4,train
11236,4,PBPD,PBPD,0,4-13,-4,3,3,INR,-1,-1.0,240,7.3143971717664265,0,m11236.mat,4,train
11237,5,IMP,IMP,0,4-13,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11237.mat,4,train
11238,6,NoiseOnly,Noise,0,4-13,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11238.mat,4,train
11239,1,Preamble_LFMU,Preamble,1,4-13,-4,3,-4,SNR,175,5.3334146044130195,175,5.3334146044130195,0,m11239.mat,4,train
11240,2,LFMD,SCI,0,4-13,-4,3,3,INR,-1,-1.0,184,5.60770449835426,0,m11240.mat,4,train
11241,3,HFMU,SCI,0,4-13,-4,3,3,INR,-1,-1.0,286,8.716323296354993,0,m11241.mat,4,train
11242,4,PBPD,PBPD,0,4-13,-4,3,3,INR,-1,-1.0,336,10.240156040472998,0,m11242.mat,4,train
11243,5,IMP,IMP,0,4-13,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11243.mat,4,train
11244,6,NoiseOnly,Noise,0,4-13,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11244.mat,4,train
11245,1,Preamble_LFMU,Preamble,1,4-13,-4,3,-4,SNR,268,8.16774350847251,268,8.16774350847251,0,m11245.mat,4,train
11246,2,LFMD,SCI,0,4-13,-4,3,3,INR,-1,-1.0,85,2.5905156650006096,0,m11246.mat,4,train
11247,3,HFMU,SCI,0,4-13,-4,3,3,INR,-1,-1.0,328,9.996342801414118,0,m11247.mat,4,train
11248,4,PBPD,PBPD,0,4-13,-4,3,3,INR,-1,-1.0,358,10.91064244788492,0,m11248.mat,4,train
11249,5,IMP,IMP,0,4-13,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11249.mat,4,train
11250,6,NoiseOnly,Noise,0,4-13,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11250.mat,4,train
11251,1,Preamble_LFMU,Preamble,1,4-13,-4,3,-4,SNR,176,5.36389125929538,176,5.36389125929538,0,m11251.mat,4,train
11252,2,LFMD,SCI,0,4-13,-4,3,3,INR,-1,-1.0,348,10.605875899061319,0,m11252.mat,4,train
11253,3,HFMU,SCI,0,4-13,-4,3,3,INR,-1,-1.0,50,1.5238327441180057,0,m11253.mat,4,train
11254,4,PBPD,PBPD,0,4-13,-4,3,3,INR,-1,-1.0,215,6.552480799707424,0,m11254.mat,4,train
11255,5,IMP,IMP,0,4-13,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11255.mat,4,train
11256,6,NoiseOnly,Noise,0,4-13,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11256.mat,4,train
11257,1,Preamble_LFMU,Preamble,1,4-13,-4,3,-4,SNR,101,3.078142143118371,101,3.078142143118371,0,m11257.mat,4,train
11258,2,LFMD,SCI,0,4-13,-4,3,3,INR,-1,-1.0,161,4.906741436059978,0,m11258.mat,4,train
11259,3,HFMU,SCI,0,4-13,-4,3,3,INR,-1,-1.0,384,11.703035474826283,0,m11259.mat,4,train
11260,4,PBPD,PBPD,0,4-13,-4,3,3,INR,-1,-1.0,381,11.611605510179203,0,m11260.mat,4,train
11261,5,IMP,IMP,0,4-13,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11261.mat,4,train
11262,6,NoiseOnly,Noise,0,4-13,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11262.mat,4,train
11263,1,Preamble_LFMU,Preamble,1,4-13,-4,3,-4,SNR,137,4.175301718883335,137,4.175301718883335,0,m11263.mat,4,train
11264,2,LFMD,SCI,0,4-13,-4,3,3,INR,-1,-1.0,333,10.148726075825916,0,m11264.mat,4,train
11265,3,HFMU,SCI,0,4-13,-4,3,3,INR,-1,-1.0,350,10.666829208826039,0,m11265.mat,4,train
11266,4,PBPD,PBPD,0,4-13,-4,3,3,INR,-1,-1.0,100,3.0476654882360115,0,m11266.mat,4,train
11267,5,IMP,IMP,0,4-13,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11267.mat,4,train
11268,6,NoiseOnly,Noise,0,4-13,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11268.mat,4,train
11269,1,Preamble_LFMU,Preamble,1,4-13,-4,3,-4,SNR,169,5.150554675118859,169,5.150554675118859,0,m11269.mat,4,train
11270,2,LFMD,SCI,0,4-13,-4,3,3,INR,-1,-1.0,36,1.097159575764964,0,m11270.mat,4,train
11271,3,HFMU,SCI,0,4-13,-4,3,3,INR,-1,-1.0,77,2.3467024259417286,0,m11271.mat,4,train
11272,4,PBPD,PBPD,0,4-13,-4,3,3,INR,-1,-1.0,110,3.352432037059612,0,m11272.mat,4,train
11273,5,IMP,IMP,0,4-13,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11273.mat,4,train
11274,6,NoiseOnly,Noise,0,4-13,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11274.mat,4,train
11275,1,Preamble_LFMU,Preamble,1,4-13,-4,3,-4,SNR,95,2.8952822138242107,95,2.8952822138242107,0,m11275.mat,4,train
11276,2,LFMD,SCI,0,4-13,-4,3,3,INR,-1,-1.0,216,6.582957454589785,0,m11276.mat,4,train
11277,3,HFMU,SCI,0,4-13,-4,3,3,INR,-1,-1.0,212,6.461050835060344,0,m11277.mat,4,train
11278,4,PBPD,PBPD,0,4-13,-4,3,3,INR,-1,-1.0,124,3.779105205412654,0,m11278.mat,4,train
11279,5,IMP,IMP,0,4-13,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11279.mat,4,train
11280,6,NoiseOnly,Noise,0,4-13,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11280.mat,4,train
11281,1,Preamble_LFMU,Preamble,1,4-14,-4,3,-4,SNR,166,5.059124710471779,166,5.059124710471779,0,m11281.mat,4,train
11282,2,LFMD,SCI,0,4-14,-4,3,3,INR,-1,-1.0,125,3.809581860295014,0,m11282.mat,4,train
11283,3,HFMU,SCI,0,4-14,-4,3,3,INR,-1,-1.0,337,10.270632695355358,0,m11283.mat,4,train
11284,4,PBPD,PBPD,0,4-14,-4,3,3,INR,-1,-1.0,247,7.527733755942948,0,m11284.mat,4,train
11285,5,IMP,IMP,0,4-14,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11285.mat,4,train
11286,6,NoiseOnly,Noise,0,4-14,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11286.mat,4,train
11287,1,Preamble_LFMU,Preamble,1,4-14,-4,3,-4,SNR,400,12.190661952944046,400,12.190661952944046,0,m11287.mat,4,train
11288,2,LFMD,SCI,0,4-14,-4,3,3,INR,-1,-1.0,341,10.392539314884798,0,m11288.mat,4,train
11289,3,HFMU,SCI,0,4-14,-4,3,3,INR,-1,-1.0,326,9.935389491649396,0,m11289.mat,4,train
11290,4,PBPD,PBPD,0,4-14,-4,3,3,INR,-1,-1.0,259,7.8934536145312695,0,m11290.mat,4,train
11291,5,IMP,IMP,0,4-14,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11291.mat,4,train
11292,6,NoiseOnly,Noise,0,4-14,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11292.mat,4,train
11293,1,Preamble_LFMU,Preamble,1,4-14,-4,3,-4,SNR,337,10.270632695355358,337,10.270632695355358,0,m11293.mat,4,train
11294,2,LFMD,SCI,0,4-14,-4,3,3,INR,-1,-1.0,243,7.4058271364135075,0,m11294.mat,4,train
11295,3,HFMU,SCI,0,4-14,-4,3,3,INR,-1,-1.0,182,5.546751188589541,0,m11295.mat,4,train
11296,4,PBPD,PBPD,0,4-14,-4,3,3,INR,-1,-1.0,534,16.2745337071803,0,m11296.mat,4,train
11297,5,IMP,IMP,0,4-14,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11297.mat,4,train
11298,6,NoiseOnly,Noise,0,4-14,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11298.mat,4,train
11299,1,Preamble_LFMU,Preamble,1,4-14,-4,3,-4,SNR,357,10.88016579300256,357,10.88016579300256,0,m11299.mat,4,train
11300,2,LFMD,SCI,0,4-14,-4,3,3,INR,-1,-1.0,224,6.8267706936486645,0,m11300.mat,4,train
11301,3,HFMU,SCI,0,4-14,-4,3,3,INR,-1,-1.0,310,9.447763013531636,0,m11301.mat,4,train
11302,4,PBPD,PBPD,0,4-14,-4,3,3,INR,-1,-1.0,576,17.554553212239423,0,m11302.mat,4,train
11303,5,IMP,IMP,0,4-14,-4,3,3,INR,-1,-1.0,-1,-1.0,0,m11303.mat,4,train
11304,6,NoiseOnly,Noise,0,4-14,-4,3,-4,Noise,-1,-1.0,-1,-1.0,0,m11304.mat,4,train
11305,1,Preamble_LFMU,Preamble,1,4-14,-4,3,-4,SNR,140,4.266731683530415,140,4.266731683530415,0,m11305.mat,4,train
